tokens,ner_tags
"['mason', 'm', 'dining', 'set', 'wood', 'vintage', 'oak']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['relaxa', 'by', 'mydream', 'mattress']","['O', 'O', 'O', 'B-PRODUCT']"
"['clearance', 'delia', 'm', 'dining', 'set', 'wood', 'natural']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['aimon', 'm', 'dining', 'set', 'wood', 'cocoa']","['O', 'O', 'O', 'O', 'O', 'O']"
"['clearance', 'suzetta', 'm', 'round', 'dining', 'set', 'marble']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['glacial', 'plus', 'by', 'mydream', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['antoinette', 'upholstered', 'bed']","['O', 'O', 'B-PRODUCT']"
"['sherry', 'bed', 'frame', 'with', 'side', 'drawers']","['O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['nature', 'plush', 'by', 'mydream', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['comfort', 'sense', 'by', 'mydream', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['valencia', 'corner', 'sofa', 'half', 'leather']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['emery', 'storage', 'bed', 'frame']","['O', 'O', 'B-PRODUCT', 'O']"
"['alden', 'bed', 'frame']","['O', 'B-PRODUCT', 'O']"
"['reyna', 'seater', 'sofa', 'fabric']","['O', 'O', 'B-PRODUCT', 'O']"
"['amano', 'seater', 'recliner', 'sofa', 'half', 'leather']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['amano', 'recliner', 'armchair', 'half', 'leather']","['O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['reyna', 'seater', 'sofa', 'fabric']","['O', 'O', 'B-PRODUCT', 'O']"
"['minerva', 'lshaped', 'sofa', 'fabric']","['O', 'O', 'B-PRODUCT', 'O']"
"['nord', 'chest', 'of', 'drawer', 'wood']","['O', 'B-PRODUCT', 'O', 'O', 'O']"
"['amano', 'seater', 'recliner', 'sofa', 'half', 'leather']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O']"
"['weston', 'chest', 'of', 'drawer', 'wood']","['O', 'B-PRODUCT', 'O', 'O', 'O']"
"['alison', 'lshaped', 'recliner', 'sofa', 'half', 'thick', 'leather']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O', 'O']"
"['zayn', 'recliner', 'armchair', 'fabric']","['O', 'B-PRODUCT', 'B-PRODUCT', 'O']"
"['bartley', 'recliner', 'armchair', 'fabric']","['O', 'B-PRODUCT', 'B-PRODUCT', 'O']"
"['costa', 'blanca', 'bedroom', 'group']","['O', 'O', 'O', 'O']"
"['novaluna', 'foam', 'veganleather', 'platform', 'bed']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['novaluna', 'drudy', 'bed', 'made', 'in', 'italy']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['entertainment', 'unit', 'tv', 'unit', 'oslo']","['O', 'O', 'O', 'O', 'O']"
"['entertainment', 'unit', 'tv', 'unit', 'tamara']","['O', 'O', 'O', 'O', 'O']"
"['belpasso', 'bedroom', 'collection']","['O', 'O', 'O']"
"['aria', 'accent', 'chair']","['O', 'O', 'B-PRODUCT']"
"['angelina', 'chaise', 'sofa', 'electric', 'recliner']","['O', 'O', 'B-PRODUCT', 'O', 'B-PRODUCT']"
"['canova', 'casegoods']","['O', 'O']"
"['custom', 'cushion']","['O', 'B-PRODUCT']"
"['lazy', 'susan']","['O', 'O']"
"['sofa', 'side', 'table', 'in', 'golden', 'colour', 'finish']","['B-PRODUCT', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['catherine', 'champagne', 'flutes', 'set', 'of']","['O', 'O', 'O', 'O', 'O']"
"['carnaby', 'mid', 'century', 'furniture', 'white', 'sideboard']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'B-PRODUCT']"
"['mirrored', 'bedside', 'table', 'drawers', 'silver', 'antique', 'finish', 'charleston']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['catherine', 'coupes', 'set', 'of']","['O', 'O', 'O', 'O']"
"['gibson', 'power', 'wall', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['resinteak', 'pacific', 'adirondack', 'rocking', 'chair']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['resinteak', 'new', 'classic', 'outdoor', 'rocking', 'chair']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['resinteak', 'modern', 'adirondack', 'rocking', 'chair']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['vintage', 'brown', 'leather', 'chesterfield', 'sofa', 'made', 'to', 'order']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['vintage', 'black', 'chesterfield', 'leather', 'sofa', 'made', 'to', 'order']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['slate', 'grey', 'chesterfield', 'leather', 'sofa', 'made', 'to', 'order']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['wide', 'vintage', 'gray', 'chesterfield', 'leather', 'sofa', 'custom', 'made']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['pinnacle', 'power', 'wall', 'reclining', 'loveseat']","['O', 'O', 'O', 'O', 'O']"
"['astor', 'power', 'rocking', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['polyteak', 'compact', 'side', 'table']","['O', 'O', 'O', 'B-PRODUCT']"
"['classic', 'folding', 'adirondack', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['adirondack', 'ottoman']","['O', 'B-PRODUCT']"
"['gibson', 'powerreclinexr', 'reclinarocker', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['traditional', 'element', 'adirondack', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['king', 'size', 'adirondack', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['element', 'adirondack', 'chair']","['O', 'O', 'B-PRODUCT']"
"['gift', 'voucher']","['O', 'O']"
"['gordon', 'walters', 'print', 'tama']","['O', 'O', 'O', 'O']"
"['croft', 'nightstand']","['O', 'B-PRODUCT']"
"['pinnacle', 'wall', 'reclining', 'loveseat']","['O', 'O', 'O', 'O']"
"['juniper', 'coffee', 'table']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['barn', 'door', 'coffee', 'table']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['barn', 'door', 'side', 'table']","['O', 'O', 'O', 'B-PRODUCT']"
"['jr', 'twin', 'solid', 'wood', 'low', 'loft', 'bed']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['aaron', 'white', 'tobacco', 'piece', 'table', 'set']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['olivia', 'nightstand']","['O', 'B-PRODUCT']"
"['aaron', 'honey', 'brown', 'piece', 'table', 'set']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['alissa', 'coffee', 'table']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['grant', 'canap', 'en', 'tissu', 'bleu']","['O', 'O', 'O', 'O', 'O']"
"['aaron', 'dark', 'weathered', 'piece', 'table', 'set']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['hole', 'sugar', 'mold']","['O', 'O', 'O']"
"['livingston', 'white', 'tobacco', 'large', 'cabinet']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['hole', 'sugar', 'mold']","['O', 'O', 'O']"
"['elliott', 'gray', 'buffet']","['O', 'O', 'B-PRODUCT']"
"['dawson', 'white', 'tobacco', 'console', 'cabinet']","['O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['carlos', 'antique', 'gray', 'barn', 'door', 'tv', 'stand']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
['oops'],['O']
"['emily', 'distressed', 'white', 'tv', 'stand']","['O', 'O', 'O', 'O', 'O']"
"['alexa', 'do', 'the', 'dishes', 'wall', 'sign']","['O', 'O', 'O', 'O', 'O', 'O']"
"['carlos', 'white', 'barn', 'door', 'tv', 'stand']","['O', 'O', 'O', 'O', 'O', 'O']"
"['arched', 'mango', 'window', 'mirror']","['O', 'O', 'O', 'B-PRODUCT']"
"['any', 'man', 'can', 'be', 'a', 'father', 'small', 'wood', 'sign']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['lshape', 'bunk', 'bed', 'with', 'cut', 'out', 'panels']","['O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O']"
"['modern', 'rattan', 'door', 'fireplace', 'console']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['barn', 'door', 'fireplace']","['O', 'O', 'O']"
"['piece', 'barndoor', 'accent', 'table', 'set']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['contemporary', 'metal', 'and', 'wood', 'side', 'table']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['lateral', 'drawer', 'metal', 'x', 'file', 'cabinet']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['x', 'leg', 'writing', 'desk']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['frizzell', 'oclock']","['O', 'O']"
"['scandinavian', 'door', 'sideboard']","['O', 'O', 'B-PRODUCT']"
"['faux', 'leather', 'dining', 'chair', 'pack']","['O', 'O', 'O', 'B-PRODUCT', 'O']"
"['sliding', 'barn', 'door', 'tv', 'stand']","['O', 'O', 'O', 'O', 'O']"
"['contemporary', 'metal', 'tv', 'stand']","['O', 'O', 'O', 'O']"
"['mackenzie', 'floor', 'rug']","['O', 'O', 'B-PRODUCT']"
"['nebraska', 'floor', 'rug']","['O', 'O', 'B-PRODUCT']"
"['piece', 'modern', 'chevron', 'acacia', 'outdoor', 'chaise', 'sectional', 'with', 'coffee', 'table']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['sloane', 'drawer', 'solid', 'wood', 'nightstand']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['piece', 'modern', 'solid', 'wood', 'outdoor', 'dining', 'chair', 'set']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O']"
"['gibson', 'wall', 'recliner']","['O', 'O', 'B-PRODUCT']"
['yoyo'],['O']
"['sloane', 'drawer', 'solid', 'wood', 'dresser']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['stone', 'floor', 'mat']","['O', 'O', 'O']"
"['seed', 'shade']","['O', 'O']"
"['io', 'drum', 'shade']","['O', 'O', 'O']"
"['dibber', 'planting', 'tool']","['O', 'O', 'O']"
"['spray', 'glow', 'furniture', 'polish']","['O', 'O', 'B-PRODUCT', 'O']"
"['wooden', 'soap', 'keeper']","['O', 'O', 'O']"
"['rimu', 'bottle', 'opener']","['O', 'O', 'O']"
"['leighton', 'dining', 'chair']","['O', 'O', 'B-PRODUCT']"
"['harley', 'dining', 'chair', 'cream']","['O', 'O', 'B-PRODUCT', 'O']"
"['harley', 'dining', 'chair', 'royal', 'blue']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['harley', 'dining', 'chair', 'silver', 'grey']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['harley', 'dining', 'chair', 'stone']","['O', 'O', 'B-PRODUCT', 'O']"
"['harley', 'dining', 'chair', 'ocean']","['O', 'O', 'B-PRODUCT', 'O']"
['gifts'],['O']
['basketware'],['O']
"['jars', 'vases', 'ceramics']","['O', 'O', 'O']"
"['candle', 'lighting']","['O', 'O']"
"['new', 'arrivals']","['O', 'O']"
"['pots', 'and', 'planters']","['O', 'O', 'O']"
"['wall', 'art']","['O', 'O']"
"['faux', 'plants']","['O', 'O']"
['rugs'],['O']
"['glassware', 'trays']","['O', 'O']"
['cushions'],['O']
"['mirrors', 'screens']","['O', 'O']"
"['tv', 'units']","['O', 'O']"
"['kitchen', 'islands']","['O', 'O']"
['lighting'],['O']
"['outdoor', 'covered']","['O', 'O']"
['outdoor'],['O']
"['outdoor', 'uncovered']","['O', 'O']"
['storage'],['O']
"['chips', 'stool']","['O', 'B-PRODUCT']"
"['buono', 'ottomans', 'by', 'archini']","['O', 'O', 'O', 'O']"
"['sys', 'stool', 'by', 'archini']","['O', 'B-PRODUCT', 'O', 'O']"
"['bunya', 'ottomans']","['O', 'O']"
"['square', 'barstool', 'by', 'thonet']","['O', 'O', 'O', 'O']"
"['eames', 'walnut', 'stool', 'by', 'herman', 'miller']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['anna', 'stool', 'with', 'back']","['O', 'B-PRODUCT', 'O', 'O']"
"['linz', 'barstool', 'by', 'thonet']","['O', 'O', 'O', 'O']"
"['anna', 'stool']","['O', 'B-PRODUCT']"
"['bob', 'moon', 'by', 'bla', 'station']","['O', 'O', 'O', 'O', 'O']"
"['round', 'barstool', 'by', 'thonet']","['O', 'O', 'O', 'O']"
"['bob', 'pouffe', 'by', 'bla', 'station']","['O', 'O', 'O', 'O', 'O']"
"['la', 'scala', 'barstool', 'by', 'arko']","['O', 'O', 'O', 'O', 'O']"
"['del', 'toro', 'stool', 'by', 'arko']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['artek', 'stool', 'e']","['O', 'B-PRODUCT', 'O']"
"['artek', 'stool']","['O', 'B-PRODUCT']"
"['artek', 'rocket', 'stool']","['O', 'O', 'B-PRODUCT']"
"['artek', 'high', 'chair', 'k']","['O', 'O', 'B-PRODUCT', 'O']"
"['portsea', 'cushion']","['O', 'B-PRODUCT']"
"['artek', 'high', 'stool']","['O', 'O', 'B-PRODUCT']"
"['noom', 'serie', 'stool', 'by', 'actiu']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['noom', 'serie', 'stool', 'by', 'actiu']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['potato', 'sack', 'natural']","['O', 'O', 'O']"
"['launch', 'stool', 'by', 'gohome']","['O', 'B-PRODUCT', 'O', 'O']"
"['tulipa', 'low', 'stool', 'by', 'gohome']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['chest', 'of', 'drawers']","['B-PRODUCT', 'O', 'O']"
"['blue', 'sapphire', 'cushion']","['O', 'O', 'B-PRODUCT']"
['sideboards'],['O']
['desks'],['O']
['cupboards'],['O']
['benches'],['O']
['headboards'],['O']
['tables'],['O']
['bedends'],['O']
"['hollywood', 'stool', 'by', 'gohome']","['O', 'B-PRODUCT', 'O', 'O']"
"['grille', 'stool', 'by', 'gohome']","['O', 'B-PRODUCT', 'O', 'O']"
['ottomans'],['O']
['stools'],['O']
"['howard', 'miller', 'marlowe', 'v', 'corner', 'curio', 'cabinet']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['howard', 'miller', 'breindel', 'iii', 'curio', 'cabinet']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['hanging', 'chair', 'hammock', 'with', 'footrest']","['O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'B-PRODUCT']"
"['james', 'midcentury', 'modern', 'square', 'end', 'side', 'table', 'w', 'marble', 'top']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['furniture', 'removal', 'and', 'dumping']","['B-PRODUCT', 'O', 'O', 'O']"
"['bridge', 'small', 'loveseat', 'sofa', 'build', 'to', 'any', 'size']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['cotton', 'brazilian', 'hammock']","['O', 'O', 'B-PRODUCT']"
"['large', 'mexican', 'hammock']","['O', 'O', 'B-PRODUCT']"
"['large', 'cotton', 'brazilian', 'hammock']","['O', 'O', 'O', 'B-PRODUCT']"
"['howard', 'miller', 'saloman', 'curio', 'cabinet']","['O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['howard', 'miller', 'flora', 'curio', 'cabinet']","['O', 'O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['howard', 'miller', 'northport', 'bar']","['O', 'O', 'O', 'O']"
"['howard', 'miller', 'cheers', 'bar']","['O', 'O', 'O', 'O']"
"['howard', 'miller', 'niagara', 'bar', 'hutch']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['howard', 'miller', 'niagara', 'bar', 'console']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['howard', 'miller', 'niagara', 'bar', 'stool']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['mcm', 'white', 'smith', 'fabric', 'lounge', 'arm', 'chair', 'sleek', 'bronze', 'steel', 'legs']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['modern', 'tv', 'stand', 'w', 'doors', 'shelf', 'in', 'grey']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['midcentury', 'tv', 'stand', 'in', 'walnut', 'black', 'w', 'drawers', 'cabinet']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['modrest', 'viviana', 'midcentury', 'modern', 'coffee', 'table', 'w', 'glass', 'top']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O']"
"['modern', 'concrete', 'square', 'coffee', 'table', 'w', 'acrylic', 'finish']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O']"
"['midcentury', 'modern', 'tv', 'stand', 'in', 'walnut', 'grey', 'w', 'shelves']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['florence', 'mcm', 'white', 'low', 'profile', 'accent', 'chair', 'solid', 'rubber', 'wood', 'frame']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['midcentury', 'modern', 'glass', 'dining', 'table', 'w', 'solid', 'ash', 'wood', 'base']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['albert', 'mcm', 'accent', 'lounge', 'arm', 'chair', 'grey', 'plush', 'cushion', 'fabric', 'brushed', 'smoke', 'frame']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['nalynn', 'midcentury', 'modern', 'dining', 'chair', 'with', 'natural', 'white', 'cotton', 'blend', 'fabric']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['anton', 'mcm', 'beige', 'accent', 'arm', 'chair', 'dark', 'walnut', 'frame']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['ledell', 'midcentury', 'modern', 'glass', 'coffee', 'table']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['karsyn', 'long', 'farmhouse', 'reclaimed', 'pine', 'wood', 'dining', 'table', 'coned', 'shape', 'legs']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['tiffany', 'custom', 'sofa', 'stylish', 'slope', 'arm', 'couch', 'beige', 'venice', 'sand']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['audree', 'rustic', 'reclaimed', 'wood', 'dining', 'table', 'natural', 'brown', 'finish']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['duncan', 'fabric', 'accent', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['countour', 'custom', 'lsectional', 'upholstered']","['O', 'O', 'O', 'O']"
"['merced', 'custom', 'couch', 'midcentury', 'sofa', 'arm', 'slope']","['O', 'O', 'B-PRODUCT', 'O', 'B-PRODUCT', 'O', 'O']"
"['monolith', 'modern', 'l', 'sectional', 'sofa', 'made', 'to', 'order', 'any', 'size', 'color']","['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['tiffany', 'lshape', 'sofa', 'sectional', 'with', 'modern', 'slope', 'arm', 'design']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O']"
"['jasper', 'custom', 'sectional', 'sofa', 'l', 'shape', 'upholstered']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O']"
"['opus', 'customizable', 'sectional', 'couch', 'with', 'round', 'sofa', 'arms', 'wood', 'legs']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['astor', 'platinum', 'power', 'lift', 'recliner']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['james', 'power', 'wall', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['james', 'reclining', 'loveseat', 'w', 'console']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['james', 'power', 'reclining', 'loveseat', 'w', 'console']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['lancer', 'wall', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['james', 'power', 'rocking', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['james', 'silver', 'power', 'lift', 'recliner']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['james', 'power', 'reclining', 'loveseat']","['O', 'O', 'O', 'O']"
"['james', 'reclining', 'loveseat']","['O', 'O', 'O']"
"['daphne', 'wedge', 'sectional']","['O', 'O', 'O']"
"['james', 'power', 'reclining', 'sofa']","['O', 'O', 'O', 'B-PRODUCT']"
"['james', 'leftarm', 'sitting', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['james', 'power', 'wall', 'recliner', 'w', 'headrest']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['james', 'rightarm', 'sitting', 'reclining', 'loveseat']","['O', 'O', 'O', 'O', 'O']"
"['james', 'leftarm', 'sitting', 'reclining', 'loveseat']","['O', 'O', 'O', 'O', 'O']"
"['james', 'armless', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['james', 'power', 'rocking', 'recliner', 'w', 'headrest', 'lumbar']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['james', 'rightarm', 'sitting', 'recliner']","['O', 'O', 'O', 'B-PRODUCT']"
"['classic', 'leather', 'living', 'room', 'set', 'livingroomset']","['O', 'O', 'O', 'O', 'O', 'O']"
"['classic', 'leather', 'chair', 'chair']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['james', 'power', 'rocking', 'recliner', 'w', 'headrest']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['classic', 'leather', 'love', 'seat']","['O', 'O', 'B-PRODUCT', 'I-PRODUCT']"
"['james', 'armless', 'chair']","['O', 'O', 'B-PRODUCT']"
"['james', 'rounded', 'corner']","['O', 'O', 'O']"
"['james', 'wall', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['james', 'rocking', 'recliner']","['O', 'O', 'B-PRODUCT']"
"['tokyo', 'armchair']","['O', 'B-PRODUCT']"
"['tokyo', 'dining', 'chair']","['O', 'O', 'B-PRODUCT']"
"['japan', 'armchair']","['O', 'B-PRODUCT']"
"['sunproof', 'adirondack', 'cushions']","['O', 'O', 'O']"
"['steamer', 'lounge', 'cushion']","['O', 'O', 'B-PRODUCT']"
"['japan', 'dining', 'chair']","['O', 'O', 'B-PRODUCT']"
"['olivia', 'sun', 'lounge', 'cushion']","['O', 'O', 'O', 'B-PRODUCT']"
"['portsea', 'traditional', 'sun', 'lounge', 'cushions', 'all', 'weather']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
['dolzago'],['O']
"['silky', 'loop']","['O', 'O']"
"['sareer', 'cool', 'blue', 'pocket', 'memory', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'pocket', 'sprung', 'mattress']","['O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'pocket', 'gel', 'memory', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'pocket', 'memory', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'matrah', 'cool', 'blue', 'memory', 'coil', 'mattress']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'pocket', 'sprung', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'orthopaedic', 'memory', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'memory', 'foam', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'memory', 'coil', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'orthopaedic', 'matrah', 'mattress']","['O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'kids', 'memory', 'foam', 'matrah', 'mattress']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT']"
"['sareer', 'economical', 'matrah', 'mattress']","['O', 'O', 'O', 'B-PRODUCT']"
"['arrow', 'accent', 'chair', 'fabric']","['O', 'O', 'B-PRODUCT', 'O']"
"['arrow', 'accent', 'chair', 'leather']","['O', 'O', 'B-PRODUCT', 'O']"
"['adona', 'festival', 'gift', 'card']","['O', 'O', 'O', 'O']"
"['adona', 'elanza', 'tapered', 'headboard', 'queen', 'bed', 'wbox', 'storage']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'B-PRODUCT', 'O', 'O']"
"['adona', 'cordoba', 'single', 'bed', 'with', 'paneled', 'headboard', 'and', 'footboard']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O', 'O']"
"['adona', 'evita', 'door', 'wardrobe', 'with', 'drawers', 'and', 'long', 'handles']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['adona', 'adonica', 'fusion', 'bedside', 'table', 'wdrawer', 'in', 'plywood']","['O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['adona', 'mystica', 'murphy', 'wallfolding', 'single', 'bed', 'with', 'long', 'wooden', 'handle']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['adona', 'fiona', 'light', 'woodgrain', 'finish', 'bedside', 'table', 'w', 'handleless', 'drawers']","['O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['adona', 'paloma', 'bedside', 'table', 'w', 'handleless', 'drawers']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
['bedrooms'],['O']
"['adona', 'tiara', 'bedside', 'table', 'wdrawer', 'and', 'open', 'shelf']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'B-PRODUCT']"
"['wall', 'sconce']","['O', 'B-PRODUCT']"
"['black', 'white', 'abstract', 'polished', 'marble', 'bowl']","['O', 'O', 'O', 'O', 'O', 'O']"
"['thick', 'cut', 'petrified', 'wood', 'plate']","['O', 'O', 'O', 'O', 'O']"
"['trunk', 'chair', 'and', 'ottoman']","['O', 'B-PRODUCT', 'O', 'B-PRODUCT']"
"['natural', 'petrified', 'wood', 'plate']","['O', 'O', 'O', 'O']"
"['tube', 'lamp']","['O', 'B-PRODUCT']"
"['saladino', 'lamp']","['O', 'B-PRODUCT']"
